gene_key,symbol,entrez_id,ensembl_gene_id,alias_symbol,prev_symbol,status,replacement_gene_keys
9606|hgnc|HGNC:46822,RN7SL806P,106479515,ENSG00000242719,,,approved,
9606|hgnc|HGNC:46823,RN7SL807P,106481141,ENSG00000243125,,,approved,
9606|hgnc|HGNC:46824,RN7SL808P,106481861,ENSG00000240637,,,approved,
9606|hgnc|HGNC:46825,RN7SL809P,106479516,ENSG00000241217,,,approved,
9606|hgnc|HGNC:46826,RN7SL810P,106481142,ENSG00000243035,,,approved,
9606|hgnc|HGNC:46827,RN7SL811P,106479517,ENSG00000265439,,,approved,
9606|hgnc|HGNC:46828,RN7SL812P,106479518,ENSG00000242876,,,approved,
9606|hgnc|HGNC:46829,RN7SL813P,106480534,ENSG00000241074,,,approved,
9606|hgnc|HGNC:46830,RN7SL814P,106481143,ENSG00000244326,,,approved,
9606|hgnc|HGNC:46831,RN7SL815P,106479519,ENSG00000243359,,,approved,
9606|hgnc|HGNC:46833,RN7SL817P,106481144,ENSG00000241791,,,approved,
9606|hgnc|HGNC:46834,RN7SL818P,106479520,ENSG00000274234,,,approved,
9606|hgnc|HGNC:46835,RN7SL819P,106481145,ENSG00000264251,,,approved,
9606|hgnc|HGNC:46836,RN7SL820P,106480535,ENSG00000276200,,,approved,
9606|hgnc|HGNC:46838,RN7SL822P,106479521,ENSG00000239545,,,approved,
9606|hgnc|HGNC:46839,RN7SL823P,106479522,ENSG00000263595,,,approved,
9606|hgnc|HGNC:46840,RN7SL824P,106481146,ENSG00000242764,,,approved,
9606|hgnc|HGNC:46841,RN7SL825P,107080654,ENSG00000239731,,,approved,
9606|hgnc|HGNC:46842,RN7SL826P,106479523,ENSG00000240151,,,approved,
9606|hgnc|HGNC:46843,RN7SL827P,106481762,ENSG00000271986,,,approved,
9606|hgnc|HGNC:46844,RN7SL828P,106481147,ENSG00000272075,,,approved,
9606|hgnc|HGNC:46847,RN7SL831P,106481862,ENSG00000241992,,,approved,
9606|hgnc|HGNC:46848,RN7SL832P,106479524,ENSG00000243819,,,approved,
9606|hgnc|HGNC:46849,RN7SL833P,106479525,ENSG00000244080,,,approved,
9606|hgnc|HGNC:46850,RN7SL834P,106481148,ENSG00000243650,,,approved,
9606|hgnc|HGNC:46851,RN7SL835P,106479526,ENSG00000264250,,,approved,
9606|hgnc|HGNC:46852,RN7SL836P,106481149,ENSG00000241226,,,approved,
9606|hgnc|HGNC:46853,RN7SL837P,106480536,ENSG00000240502,,,approved,
9606|hgnc|HGNC:46854,RN7SL838P,106479527,ENSG00000243562,,,approved,
9606|hgnc|HGNC:46856,RN7SL840P,106479528,ENSG00000272536,,,approved,
9606|hgnc|HGNC:46857,RN7SL841P,106481150,ENSG00000239555,,,approved,
9606|hgnc|HGNC:46858,RN7SL842P,106479529,ENSG00000243066,,,approved,
9606|hgnc|HGNC:46859,RN7SL843P,106481151,ENSG00000239547,,,approved,
9606|hgnc|HGNC:46861,RN7SL845P,106481863,ENSG00000244328,,,approved,
9606|hgnc|HGNC:46862,RN7SL846P,106479530,ENSG00000242818,,,approved,
9606|hgnc|HGNC:46863,RN7SL847P,106481152,ENSG00000265319,,,approved,
9606|hgnc|HGNC:46865,RN7SL849P,106479531,ENSG00000243115,,,approved,
9606|hgnc|HGNC:46866,RN7SL850P,106479532,ENSG00000263955,,,approved,
9606|hgnc|HGNC:46867,RN7SL851P,106480537,ENSG00000240718,,,approved,
9606|hgnc|HGNC:46869,RN7SL853P,106481153,ENSG00000274350,,,approved,
9606|hgnc|HGNC:46870,RN7SL854P,106480383,ENSG00000239319,,,approved,
9606|hgnc|HGNC:46872,RN7SL856P,106479533,ENSG00000276653,,,approved,
9606|hgnc|HGNC:46876,RN7SL860P,106635537,ENSG00000240713,,,approved,
9606|hgnc|HGNC:46877,RN7SL861P,106479534,ENSG00000243173,,,approved,
9606|hgnc|HGNC:46878,RN7SL862P,106479535,ENSG00000242651,,,approved,
9606|hgnc|HGNC:46879,RN7SL863P,106480538,ENSG00000244632,,,approved,
9606|hgnc|HGNC:46880,RN7SL864P,106479536,ENSG00000239923,,,approved,
9606|hgnc|HGNC:46881,RN7SL865P,106481154,ENSG00000240205,,,approved,
9606|hgnc|HGNC:46884,RN7SL868P,106479537,ENSG00000242928,,,approved,
9606|hgnc|HGNC:46885,RN7SL869P,106481864,ENSG00000244392,,,approved,
9606|hgnc|HGNC:46886,RN7SL870P,106481155,ENSG00000244732,,,approved,
9606|hgnc|HGNC:44282,RNA5-8S1,106632263,,,,approved,
9606|hgnc|HGNC:44283,RNA5-8S2,106632262,,,,approved,
9606|hgnc|HGNC:44284,RNA5-8S3,106632261,,,,approved,
9606|hgnc|HGNC:44285,RNA5-8S4,110255166,,,,approved,
9606|hgnc|HGNC:37660,RNA5-8S5,110255170,,,RN5-8S1,approved,
9606|hgnc|HGNC:53517,RNA5-8SN1,106632260,ENSG00000278189,,,approved,
9606|hgnc|HGNC:53521,RNA5-8SN2,109864281,ENSG00000278233,,RNA5-8N2,approved,
9606|hgnc|HGNC:53525,RNA5-8SN3,109910381,ENSG00000275215,,,approved,
9606|hgnc|HGNC:53529,RNA5-8SN4,109864274,ENSG00000276700,,,approved,
9606|hgnc|HGNC:53533,RNA5-8SN5,100008587,ENSG00000274917,,,approved,
9606|hgnc|HGNC:41956,RNA5-8SP2,100873571,ENSG00000200434,,RN5-8S2,approved,
9606|hgnc|HGNC:41957,RNA5-8SP3,100873334,,,RN5-8S3,approved,
9606|hgnc|HGNC:41958,RNA5-8SP4,100873572,ENSG00000201966,,RN5-8S4,approved,
9606|hgnc|HGNC:41959,RNA5-8SP5,100873335,ENSG00000202174,,RN5-8S5,approved,
9606|hgnc|HGNC:41960,RNA5-8SP6,100873336,ENSG00000251705,,RN5-8S6,approved,
9606|hgnc|HGNC:41962,RNA5-8SP7,100873573,ENSG00000200313,,RN5-8S7,approved,
9606|hgnc|HGNC:53536,RNA5-8SP8,109864278,,,,approved,
9606|hgnc|HGNC:53537,RNA5-8SP9,109864276,,,,approved,
9606|hgnc|HGNC:53559,RNA5-8SP10,109910384,,,,approved,
9606|hgnc|HGNC:34362,RNA5S1,100169751,ENSG00000199352,,RN5S1,approved,
9606|hgnc|HGNC:34363,RNA5S2,100169753,ENSG00000201588,,RN5S2,approved,
9606|hgnc|HGNC:34364,RNA5S3,100169754,ENSG00000199337,,RN5S3,approved,
9606|hgnc|HGNC:34365,RNA5S4,100169755,ENSG00000200381,,RN5S4,approved,
9606|hgnc|HGNC:34366,RNA5S5,100169756,ENSG00000199396,,RN5S5,approved,
9606|hgnc|HGNC:34367,RNA5S6,100169757,ENSG00000200624,,RN5S6,approved,
9606|hgnc|HGNC:34368,RNA5S7,100169758,ENSG00000202521,,RN5S7,approved,
9606|hgnc|HGNC:34369,RNA5S8,100169759,ENSG00000200343,,RN5S8,approved,
9606|hgnc|HGNC:34370,RNA5S9,100169760,ENSG00000201321,,RN5S9,approved,
9606|hgnc|HGNC:34371,RNA5S10,100169761,ENSG00000199910,,RN5S10,approved,
9606|hgnc|HGNC:34372,RNA5S11,100169762,ENSG00000199334,,RN5S11,approved,
9606|hgnc|HGNC:34373,RNA5S12,100169763,ENSG00000199270,,RN5S12,approved,
9606|hgnc|HGNC:34374,RNA5S13,100169764,ENSG00000202526,,RN5S13,approved,
9606|hgnc|HGNC:34375,RNA5S14,100169765,ENSG00000201355,,RN5S14,approved,
9606|hgnc|HGNC:34376,RNA5S15,100169766,ENSG00000201925,,RN5S15,approved,
9606|hgnc|HGNC:34377,RNA5S16,100169767,ENSG00000202257,,RN5S16,approved,
9606|hgnc|HGNC:34378,RNA5S17,100169768,ENSG00000200370,,RN5S17,approved,
9606|hgnc|HGNC:42586,RNA5SP18,100873273,ENSG00000212237,,RN5S18,approved,
9606|hgnc|HGNC:42587,RNA5SP19,100873274,ENSG00000202056,,RN5S19,approved,
9606|hgnc|HGNC:42588,RNA5SP20,100873275,ENSG00000251785,,RN5S20,approved,
9606|hgnc|HGNC:42589,RNA5SP21,100873276,ENSG00000222849,,RN5S21,approved,
9606|hgnc|HGNC:42590,RNA5SP22,100873277,ENSG00000202263,,RN5S22,approved,
9606|hgnc|HGNC:42591,RNA5SP23,100873278,ENSG00000212308,,RN5S23,approved,
9606|hgnc|HGNC:42600,RNA5SP24,100873356,ENSG00000252287,,RN5S24,approved,
9606|hgnc|HGNC:42601,RNA5SP25,100873357,ENSG00000222747,,RN5S25,approved,
9606|hgnc|HGNC:42602,RNA5SP26,100873358,ENSG00000199276,,RN5S26,approved,
9606|hgnc|HGNC:42603,RNA5SP27,100873359,ENSG00000200709,,RN5S27,approved,
9606|hgnc|HGNC:42604,RNA5SP28,100873360,ENSG00000200711,,RN5S28,approved,
9606|hgnc|HGNC:42605,RNA5SP29,100873361,ENSG00000222920,,RN5S29,approved,
9606|hgnc|HGNC:42606,RNA5SP30,100873362,ENSG00000202422,,RN5S30,approved,
9606|hgnc|HGNC:42607,RNA5SP31,100873363,ENSG00000223076,,RN5S31,approved,
9606|hgnc|HGNC:42609,RNA5SP33,100873365,ENSG00000252496,,RN5S33,approved,
9606|hgnc|HGNC:42610,RNA5SP34,100873366,ENSG00000252696,,RN5S34,approved,
9606|hgnc|HGNC:42611,RNA5SP35,100873367,ENSG00000212559,,RN5S35,approved,
9606|hgnc|HGNC:42612,RNA5SP36,100873368,ENSG00000222129,,RN5S36,approved,
9606|hgnc|HGNC:42613,RNA5SP37,100873369,ENSG00000202290,,RN5S37,approved,
9606|hgnc|HGNC:42614,RNA5SP38,100873370,ENSG00000222682,,RN5S38,approved,
9606|hgnc|HGNC:42615,RNA5SP39,100873371,ENSG00000223177,,RN5S39,approved,
9606|hgnc|HGNC:42816,RNA5SP40,100873279,ENSG00000252956,,RN5S40,approved,
9606|hgnc|HGNC:42817,RNA5SP41,100873280,ENSG00000222952,,RN5S41,approved,
9606|hgnc|HGNC:42818,RNA5SP42,100873281,ENSG00000201148,,RN5S42,approved,
9606|hgnc|HGNC:42819,RNA5SP43,100873282,ENSG00000252368,,RN5S43,approved,
9606|hgnc|HGNC:42820,RNA5SP44,100873283,ENSG00000222378,,RN5S44,approved,
9606|hgnc|HGNC:42821,RNA5SP45,100873284,ENSG00000252563,,RN5S45,approved,
9606|hgnc|HGNC:42822,RNA5SP46,100873285,ENSG00000199240,,RN5S46,approved,
9606|hgnc|HGNC:42823,RNA5SP47,100873286,ENSG00000253039,,RN5S47,approved,
9606|hgnc|HGNC:42824,RNA5SP48,100873287,ENSG00000200839,,RN5S48,approved,
9606|hgnc|HGNC:42825,RNA5SP49,100873288,ENSG00000252259,,RN5S49,approved,
9606|hgnc|HGNC:42827,RNA5SP50,106478992,ENSG00000200601,,RN5S50,approved,
9606|hgnc|HGNC:42828,RNA5SP51,100873289,ENSG00000201620,,RN5S51,approved,
9606|hgnc|HGNC:42829,RNA5SP52,100873290,ENSG00000199318,,RN5S52,approved,
9606|hgnc|HGNC:42830,RNA5SP53,100873291,ENSG00000212601,,RN5S53,approved,
9606|hgnc|HGNC:42831,RNA5SP54,100873292,ENSG00000252760,,RN5S54,approved,
9606|hgnc|HGNC:42832,RNA5SP55,100873293,ENSG00000252510,,RN5S55,approved,
9606|hgnc|HGNC:42833,RNA5SP56,100873294,ENSG00000222209,,RN5S56,approved,
9606|hgnc|HGNC:42834,RNA5SP57,106480754,ENSG00000238765,,RN5S57;RNA5SP58;RN5S58,approved,
9606|hgnc|HGNC:42836,RNA5SP59,106480357,ENSG00000222854,,RN5S59,approved,
9606|hgnc|HGNC:42837,RNA5SP60,100873295,ENSG00000222552,,RN5S60,approved,
9606|hgnc|HGNC:42838,RNA5SP61,100873296,ENSG00000252262,,RN5S61,approved,
9606|hgnc|HGNC:42839,RNA5SP62,100873297,ENSG00000200327,,RN5S62,approved,
9606|hgnc|HGNC:42840,RNA5SP63,100873298,ENSG00000212527,,RN5S63,approved,
9606|hgnc|HGNC:42841,RNA5SP64,100873299,ENSG00000207341,,RN5S64,approved,
9606|hgnc|HGNC:42842,RNA5SP65,100873300,ENSG00000200036,,RN5S65,approved,
9606|hgnc|HGNC:42843,RNA5SP66,100873301,ENSG00000252987,,RN5S66,approved,
9606|hgnc|HGNC:42844,RNA5SP67,100873302,ENSG00000252231,,RN5S67,approved,
9606|hgnc|HGNC:42845,RNA5SP68,100873303,ENSG00000200755,,RN5S68,approved,
9606|hgnc|HGNC:42846,RNA5SP69,100873304,ENSG00000201347,,RN5S69,approved,
9606|hgnc|HGNC:42847,RNA5SP70,106480436,ENSG00000252977,,RN5S70,approved,
9606|hgnc|HGNC:42848,RNA5SP71,100873305,ENSG00000199837,,RN5S71,approved,
9606|hgnc|HGNC:42849,RNA5SP72,100873306,ENSG00000201312,,RN5S72,approved,
9606|hgnc|HGNC:42850,RNA5SP73,100873307,ENSG00000252553,,RN5S73,approved,
9606|hgnc|HGNC:42851,RNA5SP74,100873308,ENSG00000200408,,RN5S74,approved,
9606|hgnc|HGNC:42852,RNA5SP75,100873309,ENSG00000252650,,RN5S75,approved,
9606|hgnc|HGNC:42853,RNA5SP76,100873310,ENSG00000252086,,RN5S76,approved,
9606|hgnc|HGNC:42854,RNA5SP77,100873311,ENSG00000202264,,RN5S77,approved,
9606|hgnc|HGNC:42855,RNA5SP78,100873312,ENSG00000201492,,RN5S78,approved,
9606|hgnc|HGNC:42856,RNA5SP79,100873313,ENSG00000202063,,RN5S79,approved,
9606|hgnc|HGNC:42857,RNA5SP80,100873314,ENSG00000222407,,RN5S80,approved,
9606|hgnc|HGNC:42859,RNA5SP82,100873316,ENSG00000252516,,RN5S82,approved,
9606|hgnc|HGNC:42882,RNA5SP84,100873317,ENSG00000201610,,RN5S84,approved,
9606|hgnc|HGNC:42883,RNA5SP85,100873318,ENSG00000202248,,RN5S85,approved,
9606|hgnc|HGNC:42884,RNA5SP86,100873319,ENSG00000212171,,RN5S86,approved,
9606|hgnc|HGNC:42885,RNA5SP87,100873320,ENSG00000206882,,RN5S87,approved,
9606|hgnc|HGNC:42886,RNA5SP88,100873321,ENSG00000202430,,RN5S88,approved,
9606|hgnc|HGNC:42887,RNA5SP89,100873322,ENSG00000222232,,RN5S89,approved,
9606|hgnc|HGNC:42888,RNA5SP90,100873323,ENSG00000201671,,RN5S90,approved,
9606|hgnc|HGNC:42889,RNA5SP91,100873324,ENSG00000212204,,RN5S91,approved,
9606|hgnc|HGNC:42890,RNA5SP92,100873325,ENSG00000252246,,RN5S92,approved,
9606|hgnc|HGNC:42891,RNA5SP93,100873326,ENSG00000199395,,RN5S93,approved,
9606|hgnc|HGNC:42892,RNA5SP94,100873327,ENSG00000252726,,RN5S94,approved,
9606|hgnc|HGNC:42893,RNA5SP95,100873328,ENSG00000222251,,RN5S95,approved,
9606|hgnc|HGNC:42894,RNA5SP96,100873329,ENSG00000251850,,RN5S96,approved,
9606|hgnc|HGNC:42895,RNA5SP97,100873330,ENSG00000201876,,RN5S97,approved,
9606|hgnc|HGNC:42896,RNA5SP98,100873331,ENSG00000200028,,RN5S98,approved,
9606|hgnc|HGNC:42897,RNA5SP99,106478993,ENSG00000200890,,RN5S99,approved,
9606|hgnc|HGNC:42898,RNA5SP100,106480755,ENSG00000222835,,RN5S100,approved,
9606|hgnc|HGNC:42899,RNA5SP101,100873372,ENSG00000252845,,RN5S101,approved,
9606|hgnc|HGNC:42900,RNA5SP102,100873373,ENSG00000252674,,RN5S102,approved,
9606|hgnc|HGNC:42901,RNA5SP103,100873374,ENSG00000238379,,RN5S103,approved,
9606|hgnc|HGNC:42902,RNA5SP104,100873375,ENSG00000222921,,RN5S104,approved,
9606|hgnc|HGNC:42903,RNA5SP105,100873376,ENSG00000212425,,RN5S105,approved,
9606|hgnc|HGNC:42904,RNA5SP106,106478994,ENSG00000253083,,RN5S106,approved,
9606|hgnc|HGNC:42905,RNA5SP107,100873377,ENSG00000223290,,RN5S107,approved,
9606|hgnc|HGNC:42906,RNA5SP108,100873378,ENSG00000271924,,RN5S108,approved,
9606|hgnc|HGNC:42907,RNA5SP109,100873379,ENSG00000212312,,RN5S109,approved,
9606|hgnc|HGNC:42908,RNA5SP110,100873380,ENSG00000199508,,RN5S110,approved,
9606|hgnc|HGNC:42909,RNA5SP111,100873381,ENSG00000223318,,RN5S111,approved,
9606|hgnc|HGNC:42910,RNA5SP112,100873382,ENSG00000251746,,RN5S112,approved,
9606|hgnc|HGNC:42911,RNA5SP113,100873383,ENSG00000222418,,RN5S113,approved,
9606|hgnc|HGNC:42912,RNA5SP114,100873384,ENSG00000200650,,RN5S114,approved,
9606|hgnc|HGNC:42913,RNA5SP115,100873385,ENSG00000223092,,RN5S115,approved,
9606|hgnc|HGNC:42914,RNA5SP116,100873386,ENSG00000251941,,RN5S116,approved,
9606|hgnc|HGNC:42915,RNA5SP117,100873387,ENSG00000202164,,RN5S117,approved,
9606|hgnc|HGNC:42916,RNA5SP118,100873388,ENSG00000222317,,RN5S118,approved,
9606|hgnc|HGNC:42917,RNA5SP119,100873389,ENSG00000199585,,RN5S119,approved,
9606|hgnc|HGNC:42918,RNA5SP120,100873390,ENSG00000222832,,RN5S120,approved,
9606|hgnc|HGNC:42919,RNA5SP121,100873391,ENSG00000252346,,RN5S121,approved,
9606|hgnc|HGNC:42920,RNA5SP122,100873392,ENSG00000207186,,RN5S122,approved,
9606|hgnc|HGNC:43023,RNA5SP123,100873393,ENSG00000200114,,RN5S123,approved,
9606|hgnc|HGNC:43024,RNA5SP124,100873394,ENSG00000199609,,RN5S124,approved,
9606|hgnc|HGNC:43025,RNA5SP125,100873395,ENSG00000201713,,RN5S125,approved,
9606|hgnc|HGNC:43026,RNA5SP126,100873396,ENSG00000201962,,RN5S126,approved,
9606|hgnc|HGNC:43027,RNA5SP127,100873397,ENSG00000222983,,RN5S127,approved,
9606|hgnc|HGNC:43028,RNA5SP128,100873398,ENSG00000202175,,RN5S128,approved,
9606|hgnc|HGNC:43029,RNA5SP129,100873399,ENSG00000222208,,RN5S129,approved,
9606|hgnc|HGNC:43030,RNA5SP130,106478995,ENSG00000201301,,RN5S130,approved,
9606|hgnc|HGNC:43031,RNA5SP131,100873400,ENSG00000202322,,RN5S131,approved,
9606|hgnc|HGNC:43032,RNA5SP132,100873401,ENSG00000201595,,RN5S132,approved,
9606|hgnc|HGNC:43033,RNA5SP133,100873402,ENSG00000200238,,RN5S133,approved,
9606|hgnc|HGNC:43034,RNA5SP134,106480756,ENSG00000252301,,RN5S134,approved,
9606|hgnc|HGNC:43035,RNA5SP135,100873403,ENSG00000252828,,RN5S135,approved,
9606|hgnc|HGNC:43036,RNA5SP136,100873404,ENSG00000222838,,RN5S136,approved,
9606|hgnc|HGNC:43037,RNA5SP137,100873405,ENSG00000252642,,RN5S137,approved,
9606|hgnc|HGNC:43038,RNA5SP138,100873406,ENSG00000201968,,RN5S138,approved,
9606|hgnc|HGNC:43039,RNA5SP139,100873407,ENSG00000201210,,RN5S139,approved,
9606|hgnc|HGNC:43040,RNA5SP140,106478996,ENSG00000201394,,RN5S140,approved,
9606|hgnc|HGNC:43041,RNA5SP141,100873408,ENSG00000201413,,RN5S141,approved,
9606|hgnc|HGNC:43042,RNA5SP142,100873409,ENSG00000201325,,RN5S142,approved,
9606|hgnc|HGNC:43043,RNA5SP143,100873410,ENSG00000252745,,RN5S143,approved,
9606|hgnc|HGNC:43044,RNA5SP144,100873411,ENSG00000222778,,RN5S144,approved,
9606|hgnc|HGNC:43045,RNA5SP145,100873412,ENSG00000199994,,RN5S145,approved,
9606|hgnc|HGNC:43046,RNA5SP146,100873413,ENSG00000222675,,RN5S146,approved,
9606|hgnc|HGNC:43047,RNA5SP147,100873414,ENSG00000252302,,RN5S147,approved,
9606|hgnc|HGNC:43048,RNA5SP148,100873415,ENSG00000252336,,RN5S148,approved,
9606|hgnc|HGNC:43049,RNA5SP149,106480437,ENSG00000201822,,RN5S149,approved,
9606|hgnc|HGNC:43050,RNA5SP150,100873416,ENSG00000199839,,RN5S150,approved,
9606|hgnc|HGNC:43051,RNA5SP151,100873417,ENSG00000202502,,RN5S151,approved,
9606|hgnc|HGNC:43052,RNA5SP152,100873418,ENSG00000202054,,RN5S152,approved,
9606|hgnc|HGNC:43053,RNA5SP153,100873419,ENSG00000252307,,RN5S153,approved,
9606|hgnc|HGNC:43054,RNA5SP154,100873420,ENSG00000252002,,RN5S154,approved,
9606|hgnc|HGNC:43055,RNA5SP155,100873421,ENSG00000223086,,RN5S155,approved,
9606|hgnc|HGNC:43056,RNA5SP156,100873422,ENSG00000222182,,RN5S156,approved,
9606|hgnc|HGNC:43057,RNA5SP157,100873423,ENSG00000251816,,RN5S157,approved,
9606|hgnc|HGNC:43058,RNA5SP158,100873424,ENSG00000222230,,RN5S158,approved,
9606|hgnc|HGNC:43059,RNA5SP159,100873425,ENSG00000252970,,RN5S159,approved,
9606|hgnc|HGNC:43060,RNA5SP160,100873426,ENSG00000201736,,RN5S160,approved,
9606|hgnc|HGNC:43061,RNA5SP161,106480757,ENSG00000200741,,RN5S161,approved,
9606|hgnc|HGNC:43062,RNA5SP162,100873427,ENSG00000251823,,RN5S162,approved,
9606|hgnc|HGNC:43063,RNA5SP163,100873428,ENSG00000222236,,RN5S163,approved,
9606|hgnc|HGNC:43064,RNA5SP164,100873429,ENSG00000252342,,RN5S164,approved,
9606|hgnc|HGNC:43065,RNA5SP165,100873430,ENSG00000252951,,RN5S165,approved,
9606|hgnc|HGNC:43066,RNA5SP166,100873431,ENSG00000201846,,RN5S166,approved,
9606|hgnc|HGNC:43067,RNA5SP167,100873432,ENSG00000202331,,RN5S167,approved,
9606|hgnc|HGNC:43068,RNA5SP168,100873433,ENSG00000252451,,RN5S168,approved,
9606|hgnc|HGNC:43069,RNA5SP169,100873434,ENSG00000253077,,RN5S169,approved,
9606|hgnc|HGNC:43070,RNA5SP170,100873435,ENSG00000252959,,RN5S170,approved,
9606|hgnc|HGNC:43071,RNA5SP171,100873436,ENSG00000212373,,RN5S171,approved,
9606|hgnc|HGNC:43072,RNA5SP172,106478997,ENSG00000201931,,RN5S172,approved,
9606|hgnc|HGNC:43073,RNA5SP173,100873437,ENSG00000201727,,RN5S173,approved,
9606|hgnc|HGNC:43074,RNA5SP174,106478998,ENSG00000199572,,RN5S174,approved,
9606|hgnc|HGNC:43075,RNA5SP175,106480758,ENSG00000201145,,RN5S175,approved,
9606|hgnc|HGNC:43076,RNA5SP176,100873438,ENSG00000212258,,RN5S176,approved,
9606|hgnc|HGNC:43077,RNA5SP177,100873439,ENSG00000222054,,RN5S177,approved,
9606|hgnc|HGNC:43078,RNA5SP178,100873440,ENSG00000222312,,RN5S178,approved,
9606|hgnc|HGNC:43079,RNA5SP179,100873441,ENSG00000253093,,RN5S179,approved,
9606|hgnc|HGNC:43080,RNA5SP180,100873442,ENSG00000251990,,RN5S180,approved,
9606|hgnc|HGNC:43081,RNA5SP181,100873443,ENSG00000222178,,RN5S181,approved,
9606|hgnc|HGNC:43082,RNA5SP182,100873444,ENSG00000251873,,RN5S182,approved,
9606|hgnc|HGNC:43083,RNA5SP183,100873445,ENSG00000199322,,RN5S183,approved,
9606|hgnc|HGNC:43084,RNA5SP184,100873446,ENSG00000223003,,RN5S184,approved,
9606|hgnc|HGNC:43085,RNA5SP185,100873447,ENSG00000212265,,RN5S185,approved,
9606|hgnc|HGNC:43086,RNA5SP186,100873448,ENSG00000252833,,RN5S186,approved,
9606|hgnc|HGNC:43087,RNA5SP187,100873449,ENSG00000207129,,RN5S187,approved,
9606|hgnc|HGNC:43088,RNA5SP188,100873450,ENSG00000199786,,RN5S188,approved,
9606|hgnc|HGNC:43089,RNA5SP189,100873451,ENSG00000201790,,RN5S189,approved,
9606|hgnc|HGNC:43090,RNA5SP190,100873452,ENSG00000202092,,RN5S190,approved,
9606|hgnc|HGNC:43091,RNA5SP191,100873453,ENSG00000199455,,RN5S191,approved,
9606|hgnc|HGNC:43092,RNA5SP192,100873454,ENSG00000201274,,RN5S192,approved,
9606|hgnc|HGNC:43093,RNA5SP193,100873455,ENSG00000222285,,RN5S193,approved,
9606|hgnc|HGNC:43094,RNA5SP194,100873456,ENSG00000201532,,RN5S194,approved,
9606|hgnc|HGNC:43095,RNA5SP195,100873457,ENSG00000199545,,RN5S195,approved,
9606|hgnc|HGNC:43096,RNA5SP196,100873458,ENSG00000280646,,RN5S196,approved,
9606|hgnc|HGNC:43097,RNA5SP197,100873459,ENSG00000200227,,RN5S197,approved,
9606|hgnc|HGNC:43098,RNA5SP198,100873460,ENSG00000222308,,RN5S198,approved,
9606|hgnc|HGNC:43099,RNA5SP199,106480438,ENSG00000200275,,RN5S199,approved,
9606|hgnc|HGNC:43100,RNA5SP200,100873461,ENSG00000252169,,RN5S200,approved,
9606|hgnc|HGNC:43101,RNA5SP201,100873462,ENSG00000222248,,RN5S201,approved,
9606|hgnc|HGNC:43102,RNA5SP202,100873463,ENSG00000201185,,RN5S202,approved,
9606|hgnc|HGNC:43103,RNA5SP203,100873464,ENSG00000222383,,RN5S203,approved,
9606|hgnc|HGNC:43104,RNA5SP204,100873465,ENSG00000201415,,RN5S204,approved,
9606|hgnc|HGNC:43105,RNA5SP205,100873466,ENSG00000201523,,RN5S205,approved,
9606|hgnc|HGNC:43106,RNA5SP206,106478999,ENSG00000252512,,RN5S206,approved,
9606|hgnc|HGNC:43107,RNA5SP207,100873467,ENSG00000212176,,RN5S207,approved,
9606|hgnc|HGNC:43108,RNA5SP208,100873468,ENSG00000251965,,RN5S208,approved,
9606|hgnc|HGNC:43109,RNA5SP209,100873469,ENSG00000223169,,RN5S209,approved,
9606|hgnc|HGNC:43110,RNA5SP210,100873470,ENSG00000212336,,RN5S210,approved,
9606|hgnc|HGNC:43111,RNA5SP211,100873471,ENSG00000202386,,RN5S211,approved,
9606|hgnc|HGNC:43112,RNA5SP212,100873472,ENSG00000212525,,RN5S212,approved,
9606|hgnc|HGNC:43113,RNA5SP213,100873473,ENSG00000212333,,RN5S213,approved,
9606|hgnc|HGNC:43114,RNA5SP214,100873474,ENSG00000200248,,RN5S214,approved,
9606|hgnc|HGNC:43115,RNA5SP215,100873475,ENSG00000200310,,RN5S215,approved,
9606|hgnc|HGNC:43116,RNA5SP216,100873476,ENSG00000251920,,RN5S216,approved,
9606|hgnc|HGNC:43117,RNA5SP217,100873477,ENSG00000251768,,RN5S217,approved,
9606|hgnc|HGNC:43118,RNA5SP218,100873478,ENSG00000200058,,RN5S218,approved,
9606|hgnc|HGNC:43119,RNA5SP219,100873479,ENSG00000212242,,RN5S219,approved,
9606|hgnc|HGNC:43120,RNA5SP220,100873480,ENSG00000252107,,RN5S220,approved,
9606|hgnc|HGNC:43121,RNA5SP221,106480759,ENSG00000223203,,RN5S221,approved,
9606|hgnc|HGNC:43122,RNA5SP222,100873481,ENSG00000222971,,RN5S222,approved,
9606|hgnc|HGNC:43123,RNA5SP223,100873482,ENSG00000202044,,RN5S223,approved,
9606|hgnc|HGNC:43124,RNA5SP224,100873483,ENSG00000201939,,RN5S224,approved,
9606|hgnc|HGNC:43125,RNA5SP225,100873484,ENSG00000222806,,RN5S225,approved,
9606|hgnc|HGNC:43126,RNA5SP226,106479000,ENSG00000199523,,RN5S226,approved,
9606|hgnc|HGNC:43127,RNA5SP227,100873485,ENSG00000251993,,RN5S227,approved,
9606|hgnc|HGNC:43128,RNA5SP228,100873486,ENSG00000252041,,RN5S228,approved,
9606|hgnc|HGNC:43129,RNA5SP229,100873487,ENSG00000222741,,RN5S229,approved,
9606|hgnc|HGNC:43130,RNA5SP230,100873488,ENSG00000252848,,RN5S230,approved,
9606|hgnc|HGNC:43131,RNA5SP231,100873489,ENSG00000222428,,RN5S231,approved,
