gene_key,symbol,entrez_id,ensembl_gene_id,alias_symbol,prev_symbol,status,replacement_gene_keys
9606|hgnc|HGNC:26652,FER1L6-AS1,439941,ENSG00000181171,FLJ35721,C8orf54,approved,
9606|hgnc|HGNC:26534,FER1L6-AS2,157376,ENSG00000253868,FLJ32770,C8orf78,approved,
9606|hgnc|HGNC:16660,FERD3L,222894,ENSG00000146618,NATO3;N-TWIST;bHLHa31,,approved,
9606|hgnc|HGNC:15889,FERMT1,55612,ENSG00000101311,FLJ20116;URP1;KIND1;UNC112A,C20orf42,approved,
9606|hgnc|HGNC:15767,FERMT2,10979,ENSG00000073712,mig-2;KIND2;UNC112B,PLEKHC1,approved,
9606|hgnc|HGNC:23151,FERMT3,83706,ENSG00000149781,URP2;KIND3;MIG2B;MGC10966;UNC112C,,approved,
9606|hgnc|HGNC:26443,FERP1,553112,ENSG00000232149,FERps,FERP,approved,
9606|hgnc|HGNC:1184,FERRY3,57102,ENSG00000047621,Fy-3,C12orf4,approved,
9606|hgnc|HGNC:3657,FES,2242,ENSG00000182511,FPS,,approved,
9606|hgnc|HGNC:3658,FETUB,26998,ENSG00000090512,,,approved,
9606|hgnc|HGNC:18562,FEV,54738,ENSG00000163497,Pet-1,,approved,
9606|hgnc|HGNC:3659,FEZ1,9638,ENSG00000149557,UNC-76,,approved,
9606|hgnc|HGNC:3660,FEZ2,9637,ENSG00000171055,,,approved,
9606|hgnc|HGNC:22788,FEZF1,389549,ENSG00000128610,,ZNF312B,approved,
9606|hgnc|HGNC:41001,FEZF1-AS1,154860,ENSG00000230316,,,approved,
9606|hgnc|HGNC:13506,FEZF2,55079,ENSG00000153266,FLJ10142;FKSG36;TOF;FEZL;Zfp312,ZNF312,approved,
9606|hgnc|HGNC:4498,FFAR1,2864,ENSG00000126266,FFA1R,GPR40,approved,
9606|hgnc|HGNC:4501,FFAR2,2867,ENSG00000126262,FFA2R,GPR43,approved,
9606|hgnc|HGNC:4499,FFAR3,2865,ENSG00000185897,FFA3R,GPR41,approved,
9606|hgnc|HGNC:19061,FFAR4,338557,ENSG00000186188,PGR4,GPR129;GPR120;O3FAR1,approved,
9606|hgnc|HGNC:3661,FGA,2243,ENSG00000171560,,,approved,
9606|hgnc|HGNC:3662,FGB,2244,ENSG00000171564,,,approved,
9606|hgnc|HGNC:3663,FGD1,2245,ENSG00000102302,ZFYVE3,FGDY,approved,
9606|hgnc|HGNC:3664,FGD2,221472,ENSG00000146192,ZFYVE4,,approved,
9606|hgnc|HGNC:16027,FGD3,89846,ENSG00000127084,FLJ00004;ZFYVE5,,approved,
9606|hgnc|HGNC:19125,FGD4,121512,ENSG00000139132,FRABP;frabin;ZFYVE6;CMT4H,,approved,
9606|hgnc|HGNC:19117,FGD5,152273,ENSG00000154783,ZFYVE23;FLJ39957;FLJ00274,,approved,
9606|hgnc|HGNC:40410,FGD5-AS1,100505641,ENSG00000225733,,,approved,
9606|hgnc|HGNC:44498,FGD5P1,100132526,ENSG00000275340,,,approved,
9606|hgnc|HGNC:21740,FGD6,55785,ENSG00000180263,ZFYVE24;FLJ11183,,approved,
9606|hgnc|HGNC:3665,FGF1,2246,ENSG00000113578,AFGF;ECGF;ECGFA;ECGFB;HBGF1;ECGF-beta;FGF-alpha;GLIO703,FGFA,approved,
9606|hgnc|HGNC:3676,FGF2,2247,ENSG00000138685,,FGFB,approved,
9606|hgnc|HGNC:3681,FGF3,2248,ENSG00000186895,HBGF-3,INT2,approved,
9606|hgnc|HGNC:3682,FGF4,2249,ENSG00000075388,K-FGF;HBGF-4;HST;HST-1;KFGF,HSTF1,approved,
9606|hgnc|HGNC:3683,FGF5,2250,ENSG00000138675,,,approved,
9606|hgnc|HGNC:3684,FGF6,2251,ENSG00000111241,,,approved,
9606|hgnc|HGNC:3685,FGF7,2252,ENSG00000140285,KGF,,approved,
9606|hgnc|HGNC:21455,FGF7P1,387559,ENSG00000264061,HsT283,,approved,
9606|hgnc|HGNC:17193,FGF7P2,394217,ENSG00000185390,,FGF7L,approved,
9606|hgnc|HGNC:26671,FGF7P3,654466,ENSG00000204837,KGFLP2,,approved,
9606|hgnc|HGNC:33587,FGF7P4,728195,ENSG00000216829,,,approved,
9606|hgnc|HGNC:33588,FGF7P5,653453,ENSG00000204816,,,approved,
9606|hgnc|HGNC:27852,FGF7P6,387628,ENSG00000227449,KGFLP1,,approved,
9606|hgnc|HGNC:33589,FGF7P7,728433,ENSG00000204801,,,approved,
9606|hgnc|HGNC:34516,FGF7P8,100113421,ENSG00000219693,,,approved,
9606|hgnc|HGNC:3686,FGF8,2253,ENSG00000107831,AIGF,,approved,
9606|hgnc|HGNC:3687,FGF9,2254,ENSG00000102678,,,approved,
9606|hgnc|HGNC:3666,FGF10,2255,ENSG00000070193,,,approved,
9606|hgnc|HGNC:49382,FGF10-AS1,101927075,ENSG00000248464,RP11-473L15.2,,approved,
9606|hgnc|HGNC:3667,FGF11,2256,ENSG00000161958,FHF3;FLJ16061;MGC45269;MGC102953,,approved,
9606|hgnc|HGNC:3668,FGF12,2257,ENSG00000114279,FHF1,FGF12B,approved,
9606|hgnc|HGNC:40234,FGF12-AS1,100873986,ENSG00000231383,,,approved,
9606|hgnc|HGNC:40235,FGF12-AS2,100873987,ENSG00000230126,,,approved,
9606|hgnc|HGNC:40236,FGF12-AS3,100873988,ENSG00000226709,,,approved,
9606|hgnc|HGNC:3670,FGF13,2258,ENSG00000129682,FHF2;FGF2;FLJ30672,LINC00889,approved,
9606|hgnc|HGNC:44264,FGF13-AS1,100129662,ENSG00000226031,,,approved,
9606|hgnc|HGNC:3671,FGF14,2259,ENSG00000102466,FHF4;SCA27,,approved,
9606|hgnc|HGNC:40237,FGF14-AS1,100874081,ENSG00000234445,,,approved,
9606|hgnc|HGNC:44368,FGF14-AS2,283481,ENSG00000272143,,,approved,
9606|hgnc|HGNC:42774,FGF14-IT1,283480,ENSG00000243319,,,approved,
9606|hgnc|HGNC:3672,FGF16,8823,ENSG00000196468,,MF4,approved,
9606|hgnc|HGNC:3673,FGF17,8822,ENSG00000158815,FGF-13,,approved,
9606|hgnc|HGNC:3674,FGF18,8817,ENSG00000156427,FGF-18;ZFGF5,,approved,
9606|hgnc|HGNC:3675,FGF19,9965,ENSG00000162344,,,approved,
9606|hgnc|HGNC:3677,FGF20,26281,ENSG00000078579,,,approved,
9606|hgnc|HGNC:3678,FGF21,26291,ENSG00000105550,,,approved,
9606|hgnc|HGNC:3679,FGF22,27006,ENSG00000070388,,,approved,
9606|hgnc|HGNC:3680,FGF23,8074,ENSG00000118972,,,approved,
9606|hgnc|HGNC:19695,FGFBP1,9982,ENSG00000137440,HBP17;FGFBP,,approved,
9606|hgnc|HGNC:29451,FGFBP2,83888,ENSG00000137441,KSP37,,approved,
9606|hgnc|HGNC:23428,FGFBP3,143282,ENSG00000174721,MGC39320,C10orf13,approved,
9606|hgnc|HGNC:58342,FGFBP3-AS1,,ENSG00000272817,,,approved,
9606|hgnc|HGNC:3688,FGFR1,2260,ENSG00000077782,H2;H3;H4;H5;CEK;FLG;BFGFR;N-SAM;CD331,FLT2;KAL2,approved,
9606|hgnc|HGNC:23098,FGFR1OP2,26127,ENSG00000111790,DKFZp564O1863,,approved,
9606|hgnc|HGNC:39706,FGFR1OP2P1,100873883,ENSG00000230256,,,approved,
9606|hgnc|HGNC:3689,FGFR2,2263,ENSG00000066468,CEK3;TK14;TK25;ECT1;K-SAM;CD332,KGFR;BEK;CFD1;JWS,approved,
9606|hgnc|HGNC:3690,FGFR3,2261,ENSG00000068078,CEK2;JTK4;CD333,ACH,approved,
9606|hgnc|HGNC:21664,FGFR3P1,100462812,ENSG00000230994,D84394.2,FGFR3P;FGFR6,approved,
9606|hgnc|HGNC:37947,FGFR3P2,100462815,,,,approved,
9606|hgnc|HGNC:37948,FGFR3P3,100462816,ENSG00000276915,,,approved,
9606|hgnc|HGNC:37949,FGFR3P4,100420833,ENSG00000277241,,,approved,
9606|hgnc|HGNC:37950,FGFR3P5,100420952,ENSG00000260984,,,approved,
9606|hgnc|HGNC:37951,FGFR3P6,100420881,ENSG00000226164,,,approved,
9606|hgnc|HGNC:3691,FGFR4,2264,ENSG00000160867,JTK2;CD334;TKF,,approved,
9606|hgnc|HGNC:3693,FGFRL1,53834,ENSG00000127418,FGFR5,,approved,
9606|hgnc|HGNC:3694,FGG,2266,ENSG00000171557,,,approved,
9606|hgnc|HGNC:25610,FGGY,55277,ENSG00000172456,FLJ10986,,approved,
9606|hgnc|HGNC:55265,FGGY-DT,105378756,ENSG00000224609,,,approved,
9606|hgnc|HGNC:3695,FGL1,2267,ENSG00000104760,HFREP-1;HPS,,approved,
9606|hgnc|HGNC:58257,FGL1-AS1,,ENSG00000254054,,,approved,
9606|hgnc|HGNC:3696,FGL2,10875,ENSG00000127951,pT49;T49,,approved,
9606|hgnc|HGNC:3697,FGR,2268,ENSG00000000938,c-fgr;p55c-fgr,SRC2,approved,
9606|hgnc|HGNC:3700,FH,2271,ENSG00000091483,,,approved,
9606|hgnc|HGNC:29408,FHAD1,114827,ENSG00000142621,KIAA1937,,approved,
9606|hgnc|HGNC:41241,FHAD1-AS1,101927417,ENSG00000233485,,,approved,
9606|hgnc|HGNC:29363,FHDC1,85462,ENSG00000137460,KIAA1727;INF1,,approved,
9606|hgnc|HGNC:34237,FHIP1A,729830,ENSG00000164142,FLJ43373;FHIP-L,FAM160A1,approved,
9606|hgnc|HGNC:53123,FHIP1A-DT,105377486,ENSG00000251611,RP11-610P16.1,FAM160A1-DT,approved,
9606|hgnc|HGNC:25378,FHIP1B,84067,ENSG00000051009,FLJ22665;KIAA1759;DKFZP566M1046;FHIP,C11orf56;FAM160A2,approved,
9606|hgnc|HGNC:29320,FHIP2A,57700,ENSG00000151553,bA106M7.3,KIAA1600;FAM160B1,approved,
9606|hgnc|HGNC:16492,FHIP2B,64760,ENSG00000158863,FLJ21801,RAI16;FAM160B2,approved,
9606|hgnc|HGNC:3701,FHIT,2272,ENSG00000189283,FRA3B;AP3Aase,,approved,
9606|hgnc|HGNC:3702,FHL1,2273,ENSG00000022267,SLIM1;KYO-T;bA535K18.1;FHL1B;XMPMA;FLH1A;MGC111107,,approved,
9606|hgnc|HGNC:56632,FHL1P1,100128164,ENSG00000239219,,,approved,
9606|hgnc|HGNC:3703,FHL2,2274,ENSG00000115641,SLIM3;DRAL,,approved,
9606|hgnc|HGNC:3704,FHL3,2275,ENSG00000183386,SLIM2,,approved,
9606|hgnc|HGNC:17371,FHL5,9457,ENSG00000112214,FLJ33049;ACT;dJ393D12.2,,approved,
9606|hgnc|HGNC:17905,FHOD1,29109,ENSG00000135723,FHOS,,approved,
9606|hgnc|HGNC:26178,FHOD3,80206,ENSG00000134775,FHOS2;KIAA1695;FLJ22297;FLJ22717,,approved,
9606|hgnc|HGNC:39442,FHP1,100873790,ENSG00000234213,,,approved,
9606|hgnc|HGNC:56714,FHP2,128385370,ENSG00000250767,,,approved,
9606|hgnc|HGNC:25922,FIBCD1,84929,ENSG00000130720,FLJ14810,,approved,
9606|hgnc|HGNC:55657,FIBCD1-AS1,105376297,ENSG00000236658,,,approved,
9606|hgnc|HGNC:33747,FIBIN,387758,ENSG00000176971,MGC24932,,approved,
9606|hgnc|HGNC:3705,FIBP,9158,ENSG00000172500,FGFIBP,,approved,
9606|hgnc|HGNC:18416,FICD,11153,ENSG00000198855,HYPE;HIP13,,approved,
9606|hgnc|HGNC:16873,FIG4,9896,ENSG00000112367,SAC3;hSac3;dJ249I4.1;ALS11;CMT4J,KIAA0274,approved,
9606|hgnc|HGNC:24669,FIGLA,344018,ENSG00000183733,bHLHc8;Figalpha,,approved,
9606|hgnc|HGNC:57010,FIGLAP1,133395145,ENSG00000270317,,,approved,
9606|hgnc|HGNC:13285,FIGN,55137,ENSG00000182263,,,approved,
9606|hgnc|HGNC:13286,FIGNL1,63979,ENSG00000132436,,,approved,
9606|hgnc|HGNC:13287,FIGNL2,401720,ENSG00000261308,,,approved,
9606|hgnc|HGNC:53299,FIGNL2-DT,105369971,ENSG00000259887,,,approved,
9606|hgnc|HGNC:21015,FILIP1,27145,ENSG00000118407,FILIP;KIAA1275,,approved,
9606|hgnc|HGNC:40946,FILIP1-AS1,,ENSG00000237174,,,approved,
9606|hgnc|HGNC:24589,FILIP1L,11259,ENSG00000168386,DOC-1;GIP130,,approved,
9606|hgnc|HGNC:53755,FILNC1,100132735,ENSG00000231426,,,approved,
9606|hgnc|HGNC:19124,FIP1L1,81608,ENSG00000145216,DKFZp586K0717;FIP1;hFip1,,approved,
9606|hgnc|HGNC:49627,FIRRE,286467,ENSG00000213468,LINC01200,,approved,
9606|hgnc|HGNC:25565,FIRRM,55732,ENSG00000000460,FLJ10706;Apolo1;FLIP;MEICA1,C1orf112,approved,
9606|hgnc|HGNC:21689,FIS1,51024,ENSG00000214253,CGI-135;H_NH0132A01.6,TTC11,approved,
9606|hgnc|HGNC:33714,FITM1,161247,ENSG00000139914,FIT1,,approved,
9606|hgnc|HGNC:16135,FITM2,128486,ENSG00000197296,dJ881L22.2;FIT2,C20orf142,approved,
9606|hgnc|HGNC:25917,FIZ1,84922,ENSG00000179943,FLJ14768;ZNF798,,approved,
9606|hgnc|HGNC:17166,FJX1,24147,ENSG00000179431,FLJ22416;FLJ25593,,approved,
9606|hgnc|HGNC:3711,FKBP1A,2280,ENSG00000088832,FKBP-12;FKBP12;PKC12;PPIASE;FKBP12C,FKBP1,approved,
9606|hgnc|HGNC:41997,FKBP1A-SDCBP2,100528031,,,,approved,
9606|hgnc|HGNC:3714,FKBP1AP1,2282,ENSG00000269304,,FKBP1P1,approved,
9606|hgnc|HGNC:3715,FKBP1AP2,2283,ENSG00000259691,,FKBP1P2,approved,
9606|hgnc|HGNC:3716,FKBP1AP3,2284,ENSG00000230243,,FKBP1P3,approved,
9606|hgnc|HGNC:3717,FKBP1AP4,2285,ENSG00000282502,,FKBP1P4,approved,
9606|hgnc|HGNC:3712,FKBP1B,2281,ENSG00000119782,OTK4;FKBP12.6;PPIase;FKBP9,FKBP1L,approved,
9606|hgnc|HGNC:52378,FKBP1BP1,107984636,ENSG00000258536,,,approved,
9606|hgnc|HGNC:21376,FKBP1C,642489,ENSG00000198225,bA184C23.2,,approved,
9606|hgnc|HGNC:3718,FKBP2,2286,ENSG00000173486,FKBP-13;FKBP13;PPIase,,approved,
9606|hgnc|HGNC:3719,FKBP3,2287,ENSG00000100442,FKBP-25;FKBP25,,approved,
9606|hgnc|HGNC:3720,FKBP4,2288,ENSG00000004478,FKBP59;FKBP52,,approved,
9606|hgnc|HGNC:44038,FKBP4P1,100132656,ENSG00000251463,,,approved,
9606|hgnc|HGNC:50371,FKBP4P2,389727,ENSG00000269692,,,approved,
9606|hgnc|HGNC:50375,FKBP4P6,100132268,ENSG00000268234,,FKBP4P4;FKBP4P5,approved,
9606|hgnc|HGNC:50376,FKBP4P7,441410,ENSG00000235256,,FKBP4P3,approved,
9606|hgnc|HGNC:50377,FKBP4P8,643880,ENSG00000276457,,,approved,
9606|hgnc|HGNC:3721,FKBP5,2289,ENSG00000096060,FKBP51;FKBP54;PPIase;P54;Ptg-10,,approved,
9606|hgnc|HGNC:3722,FKBP6,8468,ENSG00000077800,PPIase;FKBP36,,approved,
9606|hgnc|HGNC:56779,FKBP6P1,100101148,ENSG00000205584,,,approved,
9606|hgnc|HGNC:56780,FKBP6P2,541473,ENSG00000146722,,,approved,
9606|hgnc|HGNC:3723,FKBP7,51661,ENSG00000079150,FKBP23,,approved,
9606|hgnc|HGNC:3724,FKBP8,23770,ENSG00000105701,FKBP38;FKBPr38,,approved,
9606|hgnc|HGNC:3725,FKBP9,11328,ENSG00000122642,FKBP60;FKBP63,,approved,
9606|hgnc|HGNC:23568,FKBP9P1,360132,ENSG00000176826,MGC20531,FKBP9L,approved,
9606|hgnc|HGNC:18169,FKBP10,60681,ENSG00000141756,hFKBP65;FKBP65;FLJ22041;FKBP6;FLJ20683;FLJ23833,,approved,
9606|hgnc|HGNC:18624,FKBP11,51303,ENSG00000134285,FKBP19,,approved,
9606|hgnc|HGNC:18625,FKBP14,55033,ENSG00000106080,FLJ20731;FKBP22,,approved,
9606|hgnc|HGNC:40990,FKBP14-AS1,105375215,ENSG00000227014,,,approved,
9606|hgnc|HGNC:23397,FKBP15,23307,ENSG00000119321,PPP1R76;FKBP133;WAFL,KIAA0674,approved,
9606|hgnc|HGNC:13949,FKBPL,63943,ENSG00000204315,DIR1;NG7;WISp39,,approved,
9606|hgnc|HGNC:17997,FKRP,79147,ENSG00000181027,LGMD2I;MDC1C;FKTR,,approved,
9606|hgnc|HGNC:3622,FKTN,2218,ENSG00000106692,LGMD2M,FCMD,approved,
9606|hgnc|HGNC:55797,FKTN-AS1,105376199,ENSG00000228317,,,approved,
9606|hgnc|HGNC:14439,FLACC1,130540,ENSG00000155749,,ALS2CR12,approved,
9606|hgnc|HGNC:24671,FLAD1,80308,ENSG00000160688,PP591;FAD1,,approved,
9606|hgnc|HGNC:27310,FLCN,201163,ENSG00000154803,BHD;MGC17998;MGC23445;DENND8B,,approved,
9606|hgnc|HGNC:3748,FLG,2312,ENSG00000143631,FLG1;FLG-1,,approved,
9606|hgnc|HGNC:33276,FLG2,388698,ENSG00000143520,IFPS,,approved,
9606|hgnc|HGNC:3749,FLI1,2313,ENSG00000151702,SIC-1;EWSR2;FLI-1,,approved,
9606|hgnc|HGNC:53589,FLICR,110437700,ENSG00000286181,,,approved,
9606|hgnc|HGNC:3750,FLII,2314,ENSG00000177731,FLI;FLIL;Fli1;MGC39265,,approved,
9606|hgnc|HGNC:3754,FLNA,2316,ENSG00000196924,ABP-280,FLN1;FLN;OPD2;OPD1,approved,
9606|hgnc|HGNC:3755,FLNB,2317,ENSG00000136068,TAP;TABP;ABP-278;FH1,FLN1L;LRS1,approved,
9606|hgnc|HGNC:40239,FLNB-AS1,105377105,ENSG00000244161,,,approved,
9606|hgnc|HGNC:3756,FLNC,2318,ENSG00000128591,ABP-280;ABPL,FLN2,approved,
9606|hgnc|HGNC:53474,FLNC-AS1,110806300,ENSG00000242902,,,approved,
9606|hgnc|HGNC:3757,FLOT1,10211,ENSG00000137312,,,approved,
9606|hgnc|HGNC:3758,FLOT2,2319,ENSG00000132589,ESA;ESA1;ECS-1;ECS1,M17S1,approved,
9606|hgnc|HGNC:3760,FLRT1,23769,ENSG00000126500,MGC21624;SPG68,,approved,
9606|hgnc|HGNC:3761,FLRT2,23768,ENSG00000185070,,,approved,
9606|hgnc|HGNC:55912,FLRT2-AS1,100506731,ENSG00000205562,AL049775.1,,approved,
9606|hgnc|HGNC:3762,FLRT3,23767,ENSG00000125848,,,approved,
9606|hgnc|HGNC:3763,FLT1,2321,ENSG00000102755,VEGFR1,FLT,approved,
9606|hgnc|HGNC:44609,FLT1P1,391533,ENSG00000229515,LOC391533,,approved,
9606|hgnc|HGNC:3765,FLT3,2322,ENSG00000122025,STK1;FLK2;CD135,,approved,
9606|hgnc|HGNC:3766,FLT3LG,2323,ENSG00000090554,,,approved,
9606|hgnc|HGNC:3767,FLT4,2324,ENSG00000037280,VEGFR3;PCL;VEGFR-3,,approved,
9606|hgnc|HGNC:24682,FLVCR1,28982,ENSG00000162769,FLVCR;MFSD7B;PCA;SLC49A1,AXPC1,approved,
9606|hgnc|HGNC:39077,FLVCR1-DT,642946,ENSG00000198468,LQK1,NCRNA00292;FLVCR1-AS1,approved,
9606|hgnc|HGNC:20105,FLVCR2,55640,ENSG00000119686,FLJ20371;MFSD7C;SLC49A2;CCT,C14orf58,approved,
9606|hgnc|HGNC:55854,FLVCR2-AS1,102724153,ENSG00000224721,AC007182.6,,approved,
9606|hgnc|HGNC:25404,FLYWCH1,84256,ENSG00000059122,DKFZp761A132,,approved,
9606|hgnc|HGNC:58308,FLYWCH1-AS1,105371055,ENSG00000262482,,,approved,
9606|hgnc|HGNC:38033,FLYWCH1P1,100130898,ENSG00000239516,,,approved,
9606|hgnc|HGNC:25178,FLYWCH2,114984,ENSG00000162076,,,approved,
9606|hgnc|HGNC:26946,FMC1,154791,ENSG00000164898,HSPC268,C7orf55,approved,
9606|hgnc|HGNC:44671,FMC1-LUC7L2,100996928,ENSG00000269955,,C7orf55-LUC7L2,approved,
9606|hgnc|HGNC:3768,FMN1,342184,ENSG00000248905,DKFZP686C2281;FLJ45135;MGC125288;MGC125289,LD;FMN,approved,
9606|hgnc|HGNC:14074,FMN2,56776,ENSG00000155816,,,approved,
9606|hgnc|HGNC:54909,FMN2P1,100418721,ENSG00000231388,,,approved,
9606|hgnc|HGNC:1212,FMNL1,752,ENSG00000184922,C17orf1,C17orf1B;FMNL,approved,
9606|hgnc|HGNC:55717,FMNL1-AS1,107985040,ENSG00000233175,,,approved,
9606|hgnc|HGNC:55311,FMNL1-DT,339192,ENSG00000267121,CTD-2020K17.1,,approved,
9606|hgnc|HGNC:18267,FMNL2,114793,ENSG00000157827,KIAA1902,FHOD2,approved,
9606|hgnc|HGNC:23698,FMNL3,91010,ENSG00000161791,DKFZp762B245;MGC45819;WBP3,,approved,
9606|hgnc|HGNC:3769,FMO1,2326,ENSG00000010932,,,approved,
9606|hgnc|HGNC:40240,FMO1-AS1,105371611,ENSG00000231424,,,approved,
9606|hgnc|HGNC:3770,FMO2,2327,ENSG00000094963,,,approved,
9606|hgnc|HGNC:3771,FMO3,2328,ENSG00000007933,FMOII,,approved,
9606|hgnc|HGNC:3772,FMO4,2329,ENSG00000076258,,FMO2,approved,
9606|hgnc|HGNC:3773,FMO5,2330,ENSG00000131781,,,approved,
9606|hgnc|HGNC:24024,FMO6P,388714,ENSG00000117507,,FMO6,approved,
9606|hgnc|HGNC:32208,FMO7P,100337589,ENSG00000230231,,,approved,
9606|hgnc|HGNC:32209,FMO8P,100129007,ENSG00000238087,,,approved,
9606|hgnc|HGNC:32210,FMO9P,116123,ENSG00000215834,RP11-45J16.2,,approved,
9606|hgnc|HGNC:32211,FMO10P,100128181,ENSG00000234984,,,approved,
9606|hgnc|HGNC:32212,FMO11P,100337590,ENSG00000232148,,,approved,
9606|hgnc|HGNC:3774,FMOD,2331,ENSG00000122176,SLRR2E,,approved,
9606|hgnc|HGNC:3775,FMR1,2332,ENSG00000102081,FMRP;FRAXA;MGC87458,POF1;POF,approved,
9606|hgnc|HGNC:39081,FMR1-AS1,100126270,ENSG00000268066,ASFMR1;FMR4;FMR5,FMR1AS;FMR1-AS,approved,
9606|hgnc|HGNC:41333,FMR1-IT1,106478973,ENSG00000236337,,,approved,
9606|hgnc|HGNC:26372,FMR1NB,158521,ENSG00000176988,FLJ25736;NY-SAR-35;CT37,,approved,
9606|hgnc|HGNC:3778,FN1,2335,ENSG00000115414,MSF;CIG;LETS;GFND2;FINC;lnc-ABCA12-8,,approved,
9606|hgnc|HGNC:55775,FN1-DT,105373868,ENSG00000230695,,,approved,
9606|hgnc|HGNC:24822,FN3K,64122,ENSG00000167363,,,approved,
9606|hgnc|HGNC:25700,FN3KRP,79672,ENSG00000141560,FLJ12171;FN3KL,,approved,
9606|hgnc|HGNC:17069,FNBP1,23048,ENSG00000187239,FBP17;KIAA0554,,approved,
9606|hgnc|HGNC:20851,FNBP1L,54874,ENSG00000137942,TOCA1;FLJ20275,C1orf39,approved,
9606|hgnc|HGNC:44528,FNBP1P1,100533642,ENSG00000257800,,,approved,
9606|hgnc|HGNC:44527,FNBP1P2,100419875,,,,approved,
9606|hgnc|HGNC:19752,FNBP4,23360,ENSG00000109920,KIAA1014,,approved,
9606|hgnc|HGNC:21184,FNDC1,84624,ENSG00000164694,bA243O10.1;KIAA1866;dJ322A24.1,FNDC2,approved,
9606|hgnc|HGNC:55706,FNDC1-AS1,101929122,ENSG00000233682,,,approved,
9606|hgnc|HGNC:41460,FNDC1-IT1,100874312,ENSG00000235086,,,approved,
9606|hgnc|HGNC:20296,FNDC3A,22862,ENSG00000102531,bA203I16.5;KIAA0970,FNDC3,approved,
9606|hgnc|HGNC:24670,FNDC3B,64778,ENSG00000075420,FAD104;DKFZp762K137;FLJ23399;PRO4979;YVTM2421,,approved,
9606|hgnc|HGNC:35452,FNDC3CP,100421340,ENSG00000223592,,,approved,
9606|hgnc|HGNC:20239,FNDC4,64838,ENSG00000115226,FLJ22362;FRCP1,,approved,
9606|hgnc|HGNC:20240,FNDC5,252995,ENSG00000160097,FRCP2,,approved,
9606|hgnc|HGNC:26668,FNDC7,163479,ENSG00000143107,FLJ35838,,approved,
9606|hgnc|HGNC:25286,FNDC8,54752,ENSG00000073598,DKFZp434H2215,,approved,
9606|hgnc|HGNC:33547,FNDC9,408263,ENSG00000172568,MGC27121,C5orf40,approved,
9606|hgnc|HGNC:42951,FNDC10,643988,ENSG00000228594,,C1orf233,approved,
9606|hgnc|HGNC:28764,FNDC11,79025,ENSG00000125531,MGC5356,C20orf195,approved,
9606|hgnc|HGNC:29418,FNIP1,96459,ENSG00000217128,KIAA1961,,approved,
9606|hgnc|HGNC:29280,FNIP2,57600,ENSG00000052795,KIAA1450;FNIPL;MAPO1,,approved,
9606|hgnc|HGNC:3782,FNTA,2339,ENSG00000168522,FPTA;PGGT1A;PTAR2,,approved,
9606|hgnc|HGNC:3783,FNTAP1,283226,ENSG00000254502,,FNTAL1,approved,
9606|hgnc|HGNC:3784,FNTAP2,2341,ENSG00000230022,,FNTAL2,approved,
9606|hgnc|HGNC:3785,FNTB,2342,ENSG00000257365,FPTB,,approved,
9606|hgnc|HGNC:23377,FOCAD,54914,ENSG00000188352,FLJ20375,KIAA1797,approved,
9606|hgnc|HGNC:49789,FOCAD-AS1,101929548,ENSG00000227071,,,approved,
9606|hgnc|HGNC:3788,FOLH1,2346,ENSG00000086205,PSM;PSMA;NAALAD1;NAALAdase;GCP2;GCPII,FOLH,approved,
9606|hgnc|HGNC:13636,FOLH1B,219595,ENSG00000134612,PSMAL,FOLH2;FOLHP,approved,
9606|hgnc|HGNC:3791,FOLR1,2348,ENSG00000110195,FRα,FOLR,approved,
9606|hgnc|HGNC:58347,FOLR1-AS1,,ENSG00000204971,,,approved,
9606|hgnc|HGNC:3792,FOLR1P1,390221,ENSG00000256518,,FOLR1P,approved,
9606|hgnc|HGNC:3793,FOLR2,2350,ENSG00000165457,FRβ,,approved,
9606|hgnc|HGNC:3795,FOLR3,2352,ENSG00000110203,FR-G;FRγ,,approved,
9606|hgnc|HGNC:38074,FOLR3P1,100288543,,,,approved,
9606|hgnc|HGNC:3796,FOS,2353,ENSG00000170345,c-fos;AP-1,,approved,
9606|hgnc|HGNC:58290,FOS-AS1,,ENSG00000258740,,,approved,
9606|hgnc|HGNC:3797,FOSB,2354,ENSG00000125740,G0S3;GOSB;GOS3;AP-1;MGC42291;DKFZp686C0818,,approved,
9606|hgnc|HGNC:13718,FOSL1,8061,ENSG00000175592,fra-1,,approved,
9606|hgnc|HGNC:44055,FOSL1P1,100419062,ENSG00000248394,,,approved,
9606|hgnc|HGNC:3798,FOSL2,2355,ENSG00000075426,FRA2;FLJ23306,,approved,
9606|hgnc|HGNC:55784,FOSL2-AS1,403150,ENSG00000229951,,,approved,
9606|hgnc|HGNC:5021,FOXA1,3169,ENSG00000129514,,HNF3A,approved,
9606|hgnc|HGNC:5022,FOXA2,3170,ENSG00000125798,,HNF3B,approved,
9606|hgnc|HGNC:5023,FOXA3,3171,ENSG00000170608,,HNF3G,approved,
9606|hgnc|HGNC:3799,FOXB1,27023,ENSG00000171956,HFKH-5;FKH5,,approved,
9606|hgnc|HGNC:23315,FOXB2,442425,ENSG00000204612,bA159H20.4,,approved,
9606|hgnc|HGNC:3800,FOXC1,2296,ENSG00000054598,FREAC3;ARA;IGDA;IHG1,FKHL7;IRID1,approved,
